"gbifid","species","latitude","longitude","sampledate"
1092880501,"Atrytone delaware",33.068708,-96.962446,2015-05-14
1092880743,"Poanes zabulon",38.999756,-77.250012,2015-05-14
1092881870,"Hylephila phyleus",34.017511,-118.287617,2015-05-16
1092882821,"Epargyreus clarus",37.524029,-77.470988,2015-05-16
1092882911,"Pyrgus communis",37.523423,-77.470865,2015-05-16
1092882939,"Achalarus lyciades",32.692085,-94.179069,2015-05-09
1092883120,"Celaenorrhinus fritzgaertneri",20.487292,-105.442808,2015-05-16
1092883461,"Erynnis tages",50.376507,6.688399,2015-05-17
1092883913,"Poanes zabulon",37.546466,-77.510337,2015-05-16
1092883934,"Epargyreus clarus",38.94626,-92.44653,2015-05-17
1092884281,"Ochlodes agricola",36.494941,-121.205313,2015-05-16
1092884294,"Erynnis juvenalis",41.860083,-70.688685,2015-05-17
1092884432,"Thorybes pylades",37.547323,-76.978733,2015-05-17
1092884526,"Hylephila phyleus",19.426351,-155.256118,2015-05-15
1092884568,"Hylephila phyleus",32.671034,-94.157978,2015-05-17
1092884624,"Erynnis funeralis",33.159198,-96.615661,2015-05-16
1092884937,"Ochlodes sylvanus",43.45978,4.652733,2015-05-17
1092885622,"Paratrytone melane",38.265702,-121.439292,2015-05-17
1092886268,"Gorgythion begga",20.633788,-103.987881,2015-05-17
1092886770,"Suastus gremius",1.381834,103.843181,2015-05-19
1092887117,"Erynnis funeralis",30.325145,-98.255701,2015-05-19
1092887205,"Hylephila phyleus",34.017489,-118.287633,2015-05-18
1092887274,"Poanes zabulon",37.54616,-77.51068,2015-05-15
1092888240,"Carterocephalus palaemon",47.749577,-117.4307,2015-05-12
1092888369,"Heliopetes ericetorum",37.871144,-121.924027,2015-05-19
1092888679,"Hylephila phyleus",32.311411,-97.014929,2015-05-20
1092888998,"Wallengrenia otho",30.193365,-97.61144,2015-05-20
1092889009,"Heliopetes ericetorum",36.124373,-115.487479,2015-05-20
1092889035,"Urbanus proteus",30.234725,-97.646774,2015-05-18
1092889036,"Heliopetes ericetorum",36.122328,-115.474712,2015-05-20
1092889164,"Hylephila phyleus",29.483385,-97.448985,2015-05-08
1092889362,"Pyrgus oileus",23.299,-106.44343,2015-05-20
1092889806,"Epargyreus clarus",39.228662,-76.747258,2015-05-21
1092889814,"Achlyodes thraso",26.204678,-98.268131,2015-05-21
1092889833,"Lerodea eufala",26.291334,-98.134519,2015-05-20
1092889835,"Hylephila phyleus",26.290992,-98.134911,2015-05-20
1092890609,"Chioides zilpa",23.299,-106.44343,2015-05-21
1092890654,"Copaeodes aurantiaca",29.354486,-100.895629,2015-05-21
1092890730,"Erynnis funeralis",29.364955,-100.885702,2015-05-21
1092891336,"Atalopedes campestris",38.017204,-77.917906,2015-05-15
1092891404,"Poanes zabulon",39.00225,-76.856206,2015-05-22
1092892646,"Epargyreus clarus",38.942718,-76.696495,2015-05-22
1092892779,"Ochlodes agricola",38.470357,-122.569377,2015-05-22
1092892953,"Ochlodes agricola",37.94998,-122.14312,2015-05-22
1092892978,"Paratrytone melane",37.949608,-122.139816,2015-05-22
1092892983,"Ochlodes agricola",37.916703,-121.945978,2015-05-22
1092892995,"Ochlodes agricola",37.948508,-122.139429,2015-05-22
1092893458,"Ochlodes agricola",37.896417,-121.944093,2015-05-22
1092893495,"Epargyreus clarus",38.94626,-92.44653,2015-05-23
1092893994,"Paratrytone melane",37.766205,-122.441946,2015-05-23
1092894003,"Astraptes fulgerator",26.291288,-98.134991,2015-05-23
1092895075,"Epargyreus clarus",35.887543,-79.015518,2015-05-23
1092895120,"Pompeius verna",38.94626,-92.44653,2015-05-23
1092895897,"Thorybes pylades",44.359643,-78.292948,2015-05-24
1092896154,"Atalopedes campestris",39.072345,-76.774522,2015-05-24
1092896233,"Systasea zampa",29.814536,-104.307128,2015-05-24
1092896255,"Systasea zampa",29.494746,-104.105008,2015-05-24
1092896565,"Polythrix asine",23.301349,-106.4393,2015-05-14
1092896958,"Thorybes pylades",36.115086,-121.744442,2015-05-24
1092897332,"Epargyreus clarus",38.94626,-92.44653,2015-05-25
1092897346,"Poanes zabulon",38.94626,-92.44653,2015-05-25
1092897349,"Poanes zabulon",38.94626,-92.44653,2015-05-25
1092897932,"Wallengrenia otho",32.665845,-97.077286,2015-05-16
1092898236,"Epargyreus clarus",37.545106,-77.510492,2015-05-25
1092898285,"Polythrix asine",23.299,-106.44343,2015-05-25
1092898552,"Pyrgus communis",37.542944,-122.228651,2015-05-25
1092898752,"Systasea pulverulenta",26.079894,-98.135118,2015-05-25
1092898783,"Cabares potrillo",26.079828,-98.145107,2015-05-25
1092898850,"Erynnis juvenalis",44.476505,-73.186219,2015-05-22
1092898852,"Epargyreus clarus",38.017917,-77.919718,2015-05-26
1092898928,"Staphylus ceos",30.812222,-103.941773,2015-05-22
1092899732,"Erynnis juvenalis",43.674064,-73.235335,2015-05-26
1092899783,"Epargyreus clarus",40.973954,-92.331491,2015-05-25
1092899930,"Poanes zabulon",39.099275,-76.583605,2015-05-25
1092899934,"Poanes zabulon",39.099275,-76.583605,2015-05-25
1092899936,"Epargyreus clarus",44.46587,-93.182891,2015-05-23
1092899959,"Poanes hobomok",44.468512,-93.18244,2015-05-23
1092899962,"Poanes zabulon",39.099275,-76.583605,2015-05-25
1092900366,"Erynnis funeralis",34.103214,-118.736026,2015-05-25
1092900486,"Erynnis horatius",32.586962,-97.102651,2015-05-27
1092900730,"Paratrytone melane",38.151608,-121.289118,2015-05-27
1092900829,"Paratrytone melane",38.151608,-121.289118,2015-05-27
1092901010,"Ochlodes agricola",37.392932,-121.801567,2015-05-27
1092902255,"Epargyreus clarus",31.442387,-110.322261,2015-05-25
1092902264,"Pyrgus communis",37.632667,-122.026744,2015-05-28
1092902281,"Paratrytone melane",37.632667,-122.026744,2015-05-28
1092902288,"Erynnis funeralis",31.372661,-94.727535,2015-05-28
1092903334,"Heliopetes ericetorum",36.146053,-115.490805,2015-05-28
1092903382,"Epargyreus clarus",39.932946,-82.804856,2015-05-29
1092904075,"Carterocephalus palaemon",50.400366,6.388453,2015-05-30
1092904131,"Erynnis funeralis",32.533029,-96.550045,2015-05-30
1092904792,"Copaeodes minima",30.686031,-97.642065,2015-05-30
1092905379,"Carterocephalus palaemon",44.379368,-72.422293,2015-05-29
1092905391,"Hylephila phyleus",30.396226,-97.903235,2015-05-29
1092905481,"Erynnis funeralis",32.498024,-96.964534,2015-05-31
1092905609,"Erynnis funeralis",37.871729,-121.918252,2015-05-30
1092905671,"Achlyodes thraso",30.619,-98.073189,2015-05-31
1092905731,"Epargyreus clarus",43.625014,-73.367429,2015-05-29
1092905949,"Ochlodes agricola",36.481942,-121.180047,2015-05-30
1092905989,"Erynnis juvenalis",39.95817,-74.627934,2015-05-06
1092906037,"Erynnis funeralis",37.55331,-122.090759,2015-05-31
1092906049,"Hylephila phyleus",37.55331,-122.090759,2015-05-31
1092906347,"Paratrytone melane",37.133363,-122.125842,2015-05-31
1092906931,"Lerema accius",30.225403,-97.657052,2015-06-01
1092907134,"Pyrgus communis",32.67704,-116.824779,2015-05-09
1092907149,"Epargyreus clarus",37.366498,-77.257757,2015-05-30
1092907275,"Hesperia juba",40.71983,-122.59672,2015-05-30
1092907299,"Hesperia lindseyi",40.71983,-122.59672,2015-05-30
1092907355,"Ochlodes agricola",40.71368,-122.59565,2015-05-30
1092907398,"Copaeodes aurantiaca",29.390911,-100.711561,2015-05-29
1092907412,"Erynnis funeralis",29.390997,-100.711864,2015-05-29
1092907756,"Epargyreus clarus",35.544708,-82.370706,2015-05-31
1092907758,"Pyrgus oileus",26.291031,-98.134756,2015-05-28
1092907776,"Poanes hobomok",44.495505,-73.202764,2015-05-29
1092908092,"Megathymus yuccae",34.01923,-116.289784,2015-04-12
1092908117,"Epargyreus clarus",40.534289,-80.157549,2015-05-31
1092908333,"Ochlodes agricola",35.594164,-121.125195,2015-06-02
1092908376,"Epargyreus clarus",39.001525,-76.669058,2015-05-31
1092908397,"Poanes zabulon",39.001525,-76.669058,2015-05-31
1092908500,"Hylephila phyleus",32.5532,-117.080642,2015-05-16
1092908509,"Hylephila phyleus",32.714175,-117.150292,2015-05-29
1092908542,"Heliopetes macaira",23.299,-106.44343,2015-06-02
1092908961,"Achlyodes thraso",26.12671,-97.95618,2015-05-31
1092909171,"Urbanus procne",26.289979,-98.138195,2015-05-31
1092909222,"Heliopetes ericetorum",36.111477,-115.424286,2015-06-02
1092909772,"Poanes hobomok",42.67986,-78.374934,2015-06-03
1092909952,"Carterocephalus palaemon",44.34109,-72.463168,2015-06-03
1262366579,"Pyrgus oileus",30.033937,-95.465247,2015-03-28
1262366580,"Hylephila phyleus",30.032926,-95.467677,2015-03-28
1262366582,"Pyrgus oileus",30.033339,-95.463649,2015-03-28
1262366584,"Pyrgus oileus",30.035102,-95.463125,2015-03-28
1262366585,"Hylephila phyleus",30.034399,-95.464388,2015-03-28
1262366602,"Panoquina panoquinoides",28.626808,-96.10118,2015-03-30
1262366606,"Polites sabuleti",37.745167,-122.375458,2015-04-04
1262366613,"Erynnis funeralis",32.626264,-95.461652,2015-04-04
1262366629,"Erynnis baptisiae",35.548006,-82.472536,2015-04-10
1262366636,"Erynnis juvenalis",35.544438,-82.370962,2015-04-12
1262366637,"Erynnis brizo",34.345157,-118.107684,2015-04-11
1262366647,"Erynnis brizo",35.139275,-85.92026,2015-04-11
1262366660,"Erynnis juvenalis",35.548034,-82.473673,2015-04-16
1262366678,"Lerema accius",26.941957,-80.574813,2015-04-12
1262366680,"Atrytonopsis loammi",27.000388,-80.146187,2015-04-10
1262366681,"Polites vibex",27.004718,-80.548417,2015-04-12
1262366682,"Asbolis capucinus",27.161593,-80.238853,2015-04-08
1262366684,"Oligoria maculata",27.000388,-80.146187,2015-04-10
1262366685,"Wallengrenia otho",26.993572,-80.565765,2015-04-12
1262366687,"Paratrytone melane",37.095217,-122.199574,2015-04-20
1262366691,"Erynnis brizo",39.678938,-78.358913,2015-04-18
1262366693,"Erynnis baptisiae",35.548209,-82.472706,2015-04-22
1262366710,"Erynnis baptisiae",39.09501,-76.638633,2015-04-26
1262366714,"Hylephila phyleus",36.285174,-121.849505,2015-04-16
1262366716,"Hylephila phyleus",34.032972,-118.314503,2015-04-23
1262366747,"Pyrgus oileus",29.2783,-103.303725,2015-04-30
1262366752,"Urbanus proteus",31.510625,-110.392953,2015-04-22
1262366769,"Hylephila phyleus",38.043223,-121.366506,2015-05-02
1262366770,"Paratrytone melane",34.246487,-117.760295,2015-04-29
1262366771,"Erynnis baptisiae",38.637711,-77.228516,2015-05-03
1262366775,"Cogia hippalus",31.799749,-110.798492,2015-05-03
1262366784,"Hylephila phyleus",29.441177,-98.493604,2015-05-02
1262366804,"Erynnis meridianus",29.262691,-103.254038,2015-05-02
1262366815,"Paratrytone melane",37.8589,-122.573488,2015-05-09
1262366830,"Erynnis juvenalis",40.191975,-77.660709,2015-05-08
1262366831,"Erynnis juvenalis",40.191135,-77.660927,2015-05-08
1262366836,"Mastor vialis",38.759434,-83.406881,2015-05-09
1262366837,"Mastor hegon",38.674043,-83.595712,2015-05-09
1262366840,"Carterocephalus palaemon",47.732619,-117.153125,2015-05-07
1262366843,"Achlyodes thraso",27.467909,-97.861544,2015-05-01
1262366846,"Achlyodes thraso",26.205176,-98.26725,2015-05-13
1262366849,"Erynnis juvenalis",44.017097,-73.17789,2015-05-14
1262366850,"Erynnis juvenalis",41.331893,-72.009778,2015-05-14
1262366860,"Poanes zabulon",35.146716,-89.989883,2015-05-08
1262366861,"Hylephila phyleus",19.920139,-155.886319,2015-05-10
1262366865,"Euphyes vestris",33.064414,-96.962639,2015-05-14
1262366869,"Erynnis baptisiae",39.735155,-76.039325,2015-05-09
1262366887,"Poanes zabulon",37.52432,-77.468653,2015-05-16
1262366889,"Polites peckius",39.412675,-76.838527,2015-05-16
1262366890,"Erynnis juvenalis",39.412675,-76.838527,2015-05-16
1262366891,"Mastor vialis",39.412675,-76.838527,2015-05-16
1262366892,"Hesperia metea",39.581838,-76.902844,2015-05-16
1262366893,"Atrytonopsis hianna",39.412675,-76.838527,2015-05-16
1262366901,"Erynnis juvenalis",41.860107,-70.688563,2015-05-17
1262366914,"Erynnis juvenalis",43.706601,-73.067562,2015-05-18
1262366917,"Erynnis baptisiae",41.688008,-71.368277,2015-05-17
1262366942,"Hylephila phyleus",32.913315,-96.884458,2015-05-20
1262366948,"Heliopetes macaira",26.290892,-98.135211,2015-04-08
1262366956,"Atalopedes campestris",38.017917,-77.919718,2015-05-13
1262366964,"Erynnis juvenalis",44.460254,-73.205034,2015-05-18
1262366965,"Erynnis brizo",39.791127,-74.284487,2015-05-11
1262366971,"Poanes zabulon",35.138617,-85.911156,2015-05-20
1262366975,"Hylephila phyleus",32.770974,-97.248062,2015-05-16
1262366978,"Atrytonopsis hianna",42.24266,-72.622492,2015-05-22
1262366979,"Atrytonopsis hianna",42.242507,-72.62275,2015-05-22
1262366980,"Erynnis icelus",42.242593,-72.622425,2015-05-22
1262366981,"Erynnis baptisiae",42.240165,-72.627968,2015-05-22
1262366982,"Erynnis baptisiae",42.242245,-72.6296,2015-05-22
1262366983,"Erynnis baptisiae",42.2528,-72.622655,2015-05-22
1262366985,"Atrytonopsis hianna",42.253507,-72.622835,2015-05-22
1262366988,"Erynnis baptisiae",42.2528,-72.622655,2015-05-22
1262366989,"Erynnis icelus",42.253572,-72.629545,2015-05-22
1262366992,"Atalopedes campestris",38.942718,-76.696495,2015-05-22
1262366993,"Poanes zabulon",38.942718,-76.696495,2015-05-22
1262367006,"Erynnis juvenalis",39.47888,-77.493525,2015-05-23
1262367008,"Polites peckius",39.506755,-77.496013,2015-05-23
1262367009,"Poanes hobomok",39.506755,-77.496013,2015-05-23
1262367034,"Erynnis juvenalis",43.705187,-73.066471,2015-05-24
1262367051,"Erynnis icelus",43.706911,-73.065305,2015-05-24
1262367076,"Polites peckius",39.099275,-76.583605,2015-05-25
1262367079,"Polites peckius",38.94626,-92.44653,2015-05-26
1262367083,"Erynnis icelus",38.834852,-79.370636,2015-05-22
1262367087,"Cogia hippalus",29.324966,-104.0349,2015-05-23
1262367093,"Erynnis baptisiae",44.744129,-73.318337,2015-05-27
1262367096,"Erynnis juvenalis",37.281483,-80.466586,2015-05-27
1262367100,"Erynnis icelus",38.910628,-79.263642,2015-05-25
1262367101,"Poanes hobomok",38.913658,-79.267906,2015-05-25
1262367118,"Poanes hobomok",41.016217,-81.940262,2015-05-25
1262367119,"Erynnis juvenalis",46.490716,-91.555215,2015-05-23
1262367122,"Poanes zabulon",39.932946,-82.804856,2015-05-29
1262367127,"Poanes hobomok",42.011106,-78.765329,2015-05-30
1262367128,"Atalopedes campestris",39.026192,-76.758425,2015-05-30
1262367129,"Poanes zabulon",39.00233,-76.731722,2015-05-30
1262367131,"Ancyloxypha numitor",39.00233,-76.731722,2015-05-30
1262367136,"Thorybes pylades",39.618667,-84.092033,2015-05-30
1262367137,"Poanes zabulon",39.656422,-84.225808,2015-05-30
1262367145,"Poanes hobomok",44.329225,-72.502885,2015-05-30
1262367149,"Poanes hobomok",44.250892,-72.76095,2015-05-29
1262367151,"Poanes hobomok",43.624393,-73.363394,2015-05-29
1262367152,"Erynnis juvenalis",43.636015,-73.39042,2015-05-29
1262367155,"Poanes hobomok",44.250892,-72.76095,2015-05-29
1262367160,"Paratrytone melane",40.71983,-122.59672,2015-05-30
1262367171,"Ancyloxypha numitor",37.366498,-77.257757,2015-05-30
1262367172,"Polites peckius",41.855374,-88.034231,2015-06-01
1262367173,"Poanes hobomok",40.534289,-80.157549,2015-05-31
1262367174,"Poanes hobomok",43.817211,-72.253797,2015-05-30
1262367177,"Hylephila phyleus",32.553055,-117.08088,2015-05-20
1262367183,"Polites peckius",42.38784,-71.148472,2015-06-03
1262367187,"Erynnis brizo",34.030594,-116.349726,2015-04-17
1262367189,"Polites peckius",43.711482,-73.022569,2015-06-03
1262367192,"Ancyloxypha numitor",41.016412,-81.940182,2015-05-31
1262367206,"Poanes hobomok",44.763799,-71.736474,2015-06-04
1262367207,"Polites themistocles",42.407082,-71.332025,2015-06-05
1262367211,"Erynnis icelus",44.738684,-73.280157,2015-06-04
1262367216,"Ancyloxypha numitor",38.754837,-77.104065,2015-06-06
1262367217,"Atrytonopsis deva",33.102125,-108.011623,2015-06-02
1262367219,"Poanes zabulon",38.756481,-77.100211,2015-06-06
1262367230,"Atalopedes campestris",30.546207,-97.560684,2015-06-06
1262367236,"Hylephila phyleus",33.915144,-118.312057,2015-06-08
1262367241,"Poanes hobomok",44.336838,-72.468532,2015-06-06
1262367243,"Poanes hobomok",44.341587,-72.466677,2015-06-06
1262367245,"Poanes hobomok",44.29614,-72.507295,2015-06-06
1262367251,"Hylephila phyleus",32.311411,-97.014929,2015-06-09
1262367255,"Atalopedes campestris",32.311411,-97.014929,2015-06-09
1262367257,"Polites mystic",39.87432,-83.99271,2015-05-30
1262367258,"Polites peckius",39.87432,-83.99271,2015-05-30
1262367263,"Erynnis juvenalis",41.579708,-79.274129,2015-06-06
1262367266,"Poanes hobomok",42.784627,-74.270226,2015-06-06
1262367271,"Atalopedes campestris",32.73091,-97.292028,2015-06-10
1262367273,"Atrytonopsis hianna",42.461875,-71.158223,2015-06-10
1262367274,"Polites peckius",42.463085,-71.160073,2015-06-10
1262367276,"Erynnis baptisiae",42.463322,-71.158527,2015-06-10
1262367278,"Polites peckius",38.888168,-76.554312,2015-06-06
1262367280,"Poanes zabulon",38.888168,-76.554312,2015-06-06
1262367295,"Atalopedes campestris",32.885362,-97.278497,2015-06-09
1262367296,"Poanes hobomok",42.539641,-78.382202,2015-06-11
1262367298,"Erynnis juvenalis",43.590577,-72.910229,2015-06-10
1262367300,"Poanes hobomok",44.791199,-73.031156,2015-06-11
1262367301,"Erynnis juvenalis",43.590732,-72.910272,2015-06-10
1262367302,"Hylephila phyleus",34.167352,-118.208195,2015-05-23
1262367306,"Hylephila phyleus",34.016944,-118.287688,2015-06-12
1262367317,"Polites peckius",43.628953,-72.939576,2015-06-13
1262367321,"Thymelicus lineola",43.621475,-72.95763,2015-06-13
1262367322,"Polites themistocles",43.709231,-79.337799,2015-06-13
1262367323,"Poanes hobomok",43.715627,-79.343673,2015-06-13
1262367339,"Thymelicus lineola",43.743515,-73.047851,2015-06-14
1262367341,"Atrytonopsis hianna",41.554948,-71.438317,2015-05-30
1262367342,"Polites mystic",41.433303,-71.67584,2015-05-30
1262367349,"Ancyloxypha numitor",44.572494,-92.635366,2015-06-14
1262367354,"Paratrytone melane",40.470598,-122.270451,2015-04-13
1262367357,"Atrytonopsis hianna",41.984209,-71.345922,2015-05-29
1262367358,"Poanes hobomok",44.37725,-72.745402,2015-06-13
1262367359,"Carterocephalus palaemon",44.340881,-72.461311,2015-06-14
1262367365,"Thymelicus lineola",43.742647,-73.048936,2015-06-16
1262367368,"Pompeius verna",41.016216,-81.94027,2015-06-14
1262367369,"Ancyloxypha numitor",41.14574,-81.827773,2015-06-07
1262367372,"Thorybes pylades",33.334922,-116.920092,2015-06-13
1262367374,"Poanes hobomok",44.758092,-71.731115,2015-06-17
1262367394,"Polites mystic",43.808803,-72.210107,2015-06-19
1262367395,"Lerema accius",32.311411,-97.014929,2015-06-19
1262367399,"Poanes hobomok",43.934396,-72.978058,2015-06-19
1262367400,"Thymelicus lineola",43.936795,-72.975781,2015-06-19
1262367416,"Poanes hobomok",43.927473,-72.362137,2015-06-20
1262367421,"Thymelicus lineola",43.645921,-72.949178,2015-06-18
1262367422,"Erynnis baptisiae",39.654142,-84.227058,2015-06-21
1262367423,"Mastor hegon",44.29615,-72.294206,2015-06-19
1262367430,"Poanes hobomok",44.823717,-73.308438,2015-06-18
1262367431,"Hylephila phyleus",34.033132,-118.682892,2015-06-21
1262367432,"Thymelicus lineola",42.3903,-71.135819,2015-06-21
1262367438,"Thymelicus lineola",42.427593,-71.227063,2015-06-22
1262367445,"Thymelicus lineola",44.139873,-76.722108,2015-06-22
1262367446,"Pyrgus communis",35.0324,-106.3674,2015-06-21
1262367447,"Thymelicus lineola",43.634877,-72.535746,2015-06-22
1262367448,"Hylephila phyleus",34.009267,-117.814474,2015-06-07
1262367449,"Paratrytone melane",34.009267,-117.814474,2015-06-07
1262367459,"Atalopedes campestris",37.468857,-122.309618,2015-06-23
1262367460,"Paratrytone melane",37.46899,-122.310655,2015-06-23
1262367461,"Hylephila phyleus",37.46883,-122.309632,2015-06-23
1262367469,"Lerodea eufala",32.714067,-117.1503,2015-06-24
1262367475,"Atalopedes campestris",37.462513,-77.605263,2015-06-24
1262367480,"Poanes aaroni",37.981064,-75.726871,2015-05-25
1262367484,"Poanes hobomok",40.694723,-77.757913,2015-06-21
1262367490,"Polites mystic",43.449765,-73.034633,2015-06-26
1262367493,"Polites mystic",40.76434,-77.756387,2015-06-21
1262367503,"Thymelicus lineola",43.625687,-72.945628,2015-06-25
1262367513,"Pompeius verna",42.21334,-71.115925,2015-06-27
1262367515,"Thorybes pylades",42.387427,-71.124395,2015-06-27
1262367522,"Poanes hobomok",43.586614,-72.91516,2015-06-26
1262367523,"Mastor hegon",43.587254,-72.912442,2015-06-27
1262367530,"Pholisora catullus",40.669824,-73.965745,2015-06-09
1262367535,"Paratrytone melane",34.009267,-117.814474,2015-06-17
1262367536,"Hylephila phyleus",33.782519,-117.228648,2015-06-17
1262367537,"Hylephila phyleus",37.957702,-121.29078,2015-06-21
1262367539,"Pompeius verna",39.416615,-77.210545,2015-06-28
1262367540,"Erynnis baptisiae",39.416615,-77.210545,2015-06-28
1262367550,"Hylephila phyleus",38.057049,-121.364115,2015-06-26
1262367551,"Hylephila phyleus",38.14987,-121.290531,2015-06-29
1262367562,"Poanes hobomok",44.406601,-72.469307,2015-06-17
1262367575,"Atalopedes campestris",37.550226,-77.514811,2015-07-01
1262367586,"Atalopedes campestris",37.550498,-77.516699,2015-07-02
1262367589,"Poanes hobomok",43.629928,-72.586425,2015-07-03
1262367595,"Thymelicus lineola",43.711009,-72.898029,2015-07-03
1262367599,"Poanes hobomok",43.714545,-72.903908,2015-07-03
1262367601,"Ancyloxypha numitor",39.567263,-89.786995,2015-07-03
1262367604,"Ancyloxypha numitor",39.566713,-89.787187,2015-07-03
1262367622,"Atrytone delaware",40.441359,-76.64715,2015-07-03
1262367623,"Atrytone delaware",40.441359,-76.64715,2015-07-03
1262367626,"Poanes hobomok",44.325174,-72.338791,2015-07-03
1262367633,"Hylephila phyleus",34.017571,-118.287769,2015-07-06
1262367637,"Atalopedes campestris",20.710344,-99.81192,2015-07-07
1262367639,"Polites mystic",48.210046,-94.682643,2015-07-01
1262367643,"Pompeius verna",43.621258,-72.956922,2015-07-08
1262367652,"Pyrgus oileus",29.576742,-97.834196,2015-07-09
1262367658,"Thymelicus lineola",45.554763,-85.088067,2015-07-02
1262367674,"Hylephila phyleus",32.311411,-97.014929,2015-07-10
1262367676,"Poanes taxiles",36.25341,-112.003469,2015-07-05
1262367677,"Panoquina fusina",26.076379,-98.138004,2015-07-10
1262367700,"Ancyloxypha numitor",41.000316,-81.976354,2015-06-17
1262367701,"Hylephila phyleus",32.494317,-94.757527,2015-07-12
1262367702,"Atrytone delaware",41.825347,-72.238133,2015-07-12
1262367704,"Poanes hobomok",44.478265,-80.011963,2015-07-08
1262367713,"Pyrgus oileus",30.814384,-94.022804,2015-07-12
1262367715,"Hylephila phyleus",33.783118,-118.344391,2015-07-13
1262367717,"Paratrytone melane",33.783118,-118.344391,2015-07-13
1262367728,"Epargyreus clarus",44.488961,-73.162747,2015-07-14
1262367729,"Atrytone delaware",44.429689,-73.146651,2015-07-14
1262367733,"Polites sabuleti",38.063107,-122.804802,2015-07-15
1262367734,"Hylephila phyleus",38.06831,-122.806443,2015-07-15
1262367745,"Pompeius verna",44.403483,-73.241488,2015-06-27
1262367763,"Atalopedes campestris",37.279337,-77.468945,2015-07-15
1262367773,"Polites mystic",44.954966,-72.884893,2015-07-14
1262368007,"Erynnis baptisiae",41.000381,-81.976268,2015-07-03
1262368015,"Atalopedes campestris",35.758772,-84.76347,2015-07-11
1262368090,"Thymelicus lineola",44.329727,-72.497345,2015-06-30
1262368091,"Thymelicus lineola",44.361665,-72.47487,2015-07-02
1262368092,"Thymelicus lineola",44.340881,-72.461311,2015-07-02
1262368093,"Thymelicus lineola",44.351057,-72.481963,2015-07-02
1262368094,"Thymelicus lineola",44.357182,-72.480118,2015-07-02
1262368095,"Thymelicus lineola",44.317472,-72.478218,2015-07-03
1262368096,"Thymelicus lineola",44.317635,-72.478287,2015-07-03
1262368111,"Polites mystic",44.45975,-67.933608,2015-07-10
1122958793,"Erynnis tristis",34.130333,-118.822256,2015-06-25
1122958951,"Erynnis propertius",39.616441,-120.590283,2015-06-29
1122959113,"Timochares ruptifasciata",26.076689,-98.138227,2015-07-04
1122959311,"Heliopetes ericetorum",34.148003,-118.755561,2015-07-02
1122959343,"Urbanus dorantes",20.487292,-105.442808,2015-07-07
1122959598,"Epargyreus clarus",36.336039,-112.347148,2015-07-08
1122959693,"Poanes hobomok",41.445108,-79.0688,2015-07-04
1122959711,"Polites mystic",41.445108,-79.0688,2015-07-04
1122959718,"Lerema accius",30.465958,-97.775001,2015-07-08
1122959720,"Euphyes vestris",41.445108,-79.0688,2015-07-04
1122959758,"Hylephila phyleus",30.465834,-97.775073,2015-07-08
1122960067,"Thymelicus lineola",50.378204,6.467986,2015-07-10
1122960108,"Epargyreus clarus",43.709126,-73.033485,2015-07-10
1122960202,"Copaeodes minima",30.23433,-97.639473,2015-07-10
1122960256,"Poanes hobomok",46.202765,-61.370659,2015-07-04
1122960373,"Epargyreus clarus",43.648407,-72.956694,2015-07-10
1122960465,"Thymelicus lineola",44.580377,-79.45079,2015-07-08
1122961370,"Phocides polybius",26.290999,-98.136113,2015-07-11
1122961387,"Urbanus procne",26.290999,-98.136113,2015-07-11
1122961426,"Atalopedes campestris",39.038997,-76.907142,2015-07-11
1122961448,"Paratrytone melane",34.140583,-118.29618,2015-07-11
1122961846,"Pholisora catullus",42.423467,-71.337563,2015-07-11
1122961871,"Epargyreus clarus",42.41842,-71.328402,2015-07-11
1122961959,"Erynnis funeralis",34.426234,-119.797347,2015-07-11
1122962216,"Pyrgus communis",39.432115,-120.241231,2015-07-11
1122962482,"Hylephila phyleus",30.56303,-96.216023,2015-07-11
1122962586,"Atalopedes campestris",38.907729,-76.460626,2015-07-10
1122962717,"Epargyreus clarus",38.942786,-76.697426,2015-05-02
1122962737,"Paratrytone melane",33.973458,-118.216962,2015-07-12
1122962739,"Heliopetes arsalte",17.021808,-92.23637,2015-07-12
1122962751,"Erynnis propertius",36.367073,-120.82952,2015-04-02
1122962853,"Epargyreus clarus",40.995318,-77.700162,2015-06-01
1122963021,"Epargyreus clarus",33.594603,-95.93708,2015-07-04
1122963158,"Vettius fantasos",23.299,-106.44343,2015-07-12
1122963253,"Urbanus simplicius",16.542747,-92.982101,2015-07-11
1122963522,"Atalopedes campestris",38.151608,-121.289118,2015-07-12
1122963534,"Paratrytone melane",34.148182,-118.755218,2015-07-12
1122963540,"Erynnis tristis",38.151608,-121.289118,2015-07-12
1122963651,"Thymelicus lineola",44.478265,-80.011963,2015-07-08
1122963665,"Polites peckius",44.478265,-80.011963,2015-07-08
1122963675,"Polites peckius",44.478265,-80.011963,2015-07-08
1122964275,"Paratrytone melane",32.907365,-117.206342,2015-07-11
1122964503,"Hylephila phyleus",30.813886,-94.023158,2015-07-12
1122964670,"Epargyreus clarus",45.44629,-75.651829,2015-07-13
1122964731,"Pyrgus communis",38.043163,-121.367045,2015-07-13
1122964752,"Piruna polingii",30.641519,-104.180503,2015-07-12
1122964768,"Mastor phylace",30.665747,-104.153592,2015-07-12
